gene-symbol,gene-name,genetic-category,gene-score,number-of-reports,UMLS_IDs,uniprot_id,protein_gene_name,protein_name,organism,protein_function,protein_UMLS_IDs,pathway_id,pathway_name,match_basis,matched_umls
ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase","Rare Single Gene Mutation, Functional",3.0,10,"C0812381,C0387990",Q13470,TNK1,Non-receptor tyrosine-protein kinase TNK1 (EC 2.7.10.2) (CD38 negative kinase 1),Homo sapiens (Human),"FUNCTION: Involved in negative regulation of cell growth. Has tumor suppressor properties. Plays a negative regulatory role in the Ras-MAPK pathway. May function in signaling pathways utilized broadly during fetal development and more selectively in adult tissues and in cells of the lymphohematopoietic system. Could specifically be involved in phospholipid signal transduction. {ECO:0000269|PubMed:10873601, ECO:0000269|PubMed:18974114}.",C0387990,,,,
ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2","Rare Single Gene Mutation, Functional",2.0,5,"C1424304,C1516692",Q15057,ACAP2 CENTB2 KIAA0041,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 (Centaurin-beta-2) (Cnt-b2)",Homo sapiens (Human),"FUNCTION: GTPase-activating protein (GAP) for ADP ribosylation factor 6 (ARF6). Doesn't show GAP activity for RAB35 (PubMed:30905672). {ECO:0000269|PubMed:11062263, ECO:0000269|PubMed:30905672}.",,,,,
ACE,angiotensin I converting enzyme,"Rare Single Gene Mutation, Genetic Association",2.0,5,"C1413931,C0022709",P12821,ACE DCP DCP1,"Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]",Homo sapiens (Human),"FUNCTION: Dipeptidyl carboxypeptidase that removes dipeptides from the C-terminus of a variety of circulating hormones, such as angiotensin I, bradykinin or enkephalins, thereby playing a key role in the regulation of blood pressure, electrolyte homeostasis or synaptic plasticity (PubMed:15615692, PubMed:20826823, PubMed:2558109, PubMed:4322742, PubMed:7523412, PubMed:7683654). Composed of two similar catalytic domains, each possessing a functional active site, with different selectivity for substrates (PubMed:10913258, PubMed:1320019, PubMed:1851160, PubMed:19773553, PubMed:7683654, PubMed:7876104). Plays a major role in the angiotensin-renin system that regulates blood pressure and sodium retention by the kidney by converting angiotensin I to angiotensin II, resulting in an increase of the vasoconstrictor activity of angiotensin (PubMed:11432860, PubMed:1851160, PubMed:19773553, PubMed:23056909, PubMed:4322742). Also able to inactivate bradykinin, a potent vasodilator, and therefore enhance the blood pressure response (PubMed:15615692, PubMed:2558109, PubMed:4322742, PubMed:6055465, PubMed:6270633, PubMed:7683654). Acts as a regulator of synaptic transmission by mediating cleavage of neuropeptide hormones, such as substance P, neurotensin or enkephalins (PubMed:15615692, PubMed:6208535, PubMed:6270633, PubMed:656131). Catalyzes degradation of different enkephalin neuropeptides (Met-enkephalin, Leu-enkephalin, Met-enkephalin-Arg-Phe and possibly Met-enkephalin-Arg-Gly-Leu) (PubMed:2982830, PubMed:6270633, PubMed:656131). Acts as a regulator of synaptic plasticity in the nucleus accumbens of the brain by mediating cleavage of Met-enkephalin-Arg-Phe, a strong ligand of Mu-type opioid receptor OPRM1, into Met-enkephalin (By similarity). Met-enkephalin-Arg-Phe cleavage by ACE decreases activation of OPRM1, leading to long-term synaptic potentiation of glutamate release (By similarity). Also acts as a regulator of hematopoietic stem cell differentiation by mediating degradation of hemoregulatory peptide N-acetyl-SDKP (AcSDKP) (PubMed:26403559, PubMed:7876104, PubMed:8257427, PubMed:8609242). Acts as a regulator of cannabinoid signaling pathway by mediating degradation of hemopressin, an antagonist peptide of the cannabinoid receptor CNR1 (PubMed:18077343). Involved in amyloid-beta metabolism by catalyzing degradation of Amyloid-beta protein 40 and Amyloid-beta protein 42 peptides, thereby preventing plaque formation (PubMed:11604391, PubMed:16154999, PubMed:19773553). Catalyzes cleavage of cholecystokinin (maturation of Cholecystokinin-8 and Cholecystokinin-5) and Gonadoliberin-1 (both maturation and degradation) hormones (PubMed:10336644, PubMed:2983326, PubMed:7683654, PubMed:9371719). Degradation of hemoregulatory peptide N-acetyl-SDKP (AcSDKP) and amyloid-beta proteins is mediated by the N-terminal catalytic domain, while angiotensin I and cholecystokinin cleavage is mediated by the C-terminal catalytic region (PubMed:10336644, PubMed:19773553, PubMed:7876104). {ECO:0000250|UniProtKB:P09470, ECO:0000269|PubMed:10336644, ECO:0000269|PubMed:10913258, ECO:0000269|PubMed:11432860, ECO:0000269|PubMed:11604391, ECO:0000269|PubMed:1320019, ECO:0000269|PubMed:15615692, ECO:0000269|PubMed:16154999, ECO:0000269|PubMed:18077343, ECO:0000269|PubMed:1851160, ECO:0000269|PubMed:19773553, ECO:0000269|PubMed:20826823, ECO:0000269|PubMed:23056909, ECO:0000269|PubMed:2558109, ECO:0000269|PubMed:26403559, ECO:0000269|PubMed:2982830, ECO:0000269|PubMed:2983326, ECO:0000269|PubMed:4322742, ECO:0000269|PubMed:6055465, ECO:0000269|PubMed:6208535, ECO:0000269|PubMed:6270633, ECO:0000269|PubMed:656131, ECO:0000269|PubMed:7523412, ECO:0000269|PubMed:7683654, ECO:0000269|PubMed:7876104, ECO:0000269|PubMed:8257427, ECO:0000269|PubMed:8609242, ECO:0000269|PubMed:9371719}.; FUNCTION: [Angiotensin-converting enzyme, soluble form]: Soluble form that is released in blood plasma and other body fluids following proteolytic cleavage in the juxtamembrane stalk region. {ECO:0000269|PubMed:10769174, ECO:0000269|PubMed:11274151, ECO:0000269|PubMed:7499427, ECO:0000269|PubMed:8253769}.; FUNCTION: [Isoform Testis-specific]: Isoform produced by alternative promoter usage that is specifically expressed in spermatocytes and adult testis, and which is required for male fertility (PubMed:1651327, PubMed:1668266). In contrast to somatic isoforms, only contains one catalytic domain (PubMed:1651327, PubMed:1668266). Acts as a dipeptidyl carboxypeptidase that removes dipeptides from the C-terminus of substrates (PubMed:1668266, PubMed:24297181). The identity of substrates that are needed for male fertility is unknown (By similarity). May also have a glycosidase activity which releases GPI-anchored proteins from the membrane by cleaving the mannose linkage in the GPI moiety. The GPIase activity was reported to be essential for the egg-binding ability of the sperm (By similarity). This activity is however unclear and has been challenged by other groups, suggesting that it may be indirect (By similarity). {ECO:0000250|UniProtKB:P09470, ECO:0000269|PubMed:1651327, ECO:0000269|PubMed:1668266, ECO:0000269|PubMed:24297181}.",C0201888,,,,
ACHE,Acetylcholinesterase (Yt blood group),Rare Single Gene Mutation,2.0,7,"C1412122,C0001044",P22303,ACHE,Acetylcholinesterase (AChE) (EC 3.1.1.7),Homo sapiens (Human),"FUNCTION: Hydrolyzes rapidly the acetylcholine neurotransmitter released into the synaptic cleft allowing to terminate the signal transduction at the neuromuscular junction. Role in neuronal apoptosis. {ECO:0000269|PubMed:11985878, ECO:0000269|PubMed:1517212, ECO:0000269|PubMed:1748670, ECO:0000269|PubMed:2714437}.",C0001044,hsa04210,Apoptosis,NAME,
ACHE,Acetylcholinesterase (Yt blood group),Rare Single Gene Mutation,2.0,7,"C1412122,C0001044",P22303,ACHE,Acetylcholinesterase (AChE) (EC 3.1.1.7),Homo sapiens (Human),"FUNCTION: Hydrolyzes rapidly the acetylcholine neurotransmitter released into the synaptic cleft allowing to terminate the signal transduction at the neuromuscular junction. Role in neuronal apoptosis. {ECO:0000269|PubMed:11985878, ECO:0000269|PubMed:1517212, ECO:0000269|PubMed:1748670, ECO:0000269|PubMed:2714437}.",C0001044,hsa04215,Apoptosis,NAME,
ACTB,actin beta,"Rare Single Gene Mutation, Syndromic",1.0,11,"C1384510,C0005186",P60709,ACTB,"Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]",Homo sapiens (Human),"FUNCTION: Actin is a highly conserved protein that polymerizes to produce filaments that form cross-linked networks in the cytoplasm of cells (PubMed:25255767, PubMed:29581253). Actin exists in both monomeric (G-actin) and polymeric (F-actin) forms, both forms playing key functions, such as cell motility and contraction (PubMed:29581253). In addition to their role in the cytoplasmic cytoskeleton, G- and F-actin also localize in the nucleus, and regulate gene transcription and motility and repair of damaged DNA (PubMed:29925947). Plays a role in the assembly of the gamma-tubulin ring complex (gTuRC), which regulates the minus-end nucleation of alpha-beta tubulin heterodimers that grow into microtubule protafilaments (PubMed:39321809, PubMed:38609661). Part of the ACTR1A/ACTB filament around which the dynactin complex is built (By similarity). The dynactin multiprotein complex activates the molecular motor dynein for ultra-processive transport along microtubules (By similarity). {ECO:0000250|UniProtKB:Q6QAQ1, ECO:0000269|PubMed:25255767, ECO:0000269|PubMed:29581253, ECO:0000269|PubMed:29925947, ECO:0000269|PubMed:38609661, ECO:0000269|PubMed:39321809}.",C1384510,,,,
ACTL6B,actin like 6B,"Rare Single Gene Mutation, Syndromic, Functional",,16,"C1538908,",O94805,ACTL6B ACTL6 BAF53B,Actin-like protein 6B (53 kDa BRG1-associated factor B) (Actin-related protein Baf53b) (ArpNalpha) (BRG1-associated factor 53B) (BAF53B),Homo sapiens (Human),"FUNCTION: Involved in transcriptional activation and repression of select genes by chromatin remodeling (alteration of DNA-nucleosome topology). Component of SWI/SNF chromatin remodeling complexes that carry out key enzymatic activities, changing chromatin structure by altering DNA-histone contacts within a nucleosome in an ATP-dependent manner. Belongs to the neuron-specific chromatin remodeling complex (nBAF complex), as such plays a role in remodeling mononucleosomes in an ATP-dependent fashion, and is required for postmitotic neural development and dendritic outgrowth. During neural development a switch from a stem/progenitor to a postmitotic chromatin remodeling mechanism occurs as neurons exit the cell cycle and become committed to their adult state. The transition from proliferating neural stem/progenitor cells to postmitotic neurons requires a switch in subunit composition of the npBAF and nBAF complexes. As neural progenitors exit mitosis and differentiate into neurons, npBAF complexes which contain ACTL6A/BAF53A and PHF10/BAF45A, are exchanged for homologous alternative ACTL6B/BAF53B and DPF1/BAF45B or DPF3/BAF45C subunits in neuron-specific complexes (nBAF). The npBAF complex is essential for the self-renewal/proliferative capacity of the multipotent neural stem cells. The nBAF complex along with CREST plays a role regulating the activity of genes essential for dendrite growth. ACTL6B/BAF53B is not essential for assembly of the nBAF complex but is required for targeting the complex and CREST to the promoter of genes essential for dendritic growth (By similarity). Essential for neuronal maturation and dendrite development (PubMed:31031012). {ECO:0000250|UniProtKB:Q99MR0, ECO:0000269|PubMed:31031012, ECO:0000303|PubMed:22952240, ECO:0000303|PubMed:26601204}.",C4761501,hsa04110,Cell cycle,NAME,
ACTN4,actinin alpha 4,Rare Single Gene Mutation,2.0,7,"C1412168,C1412168",O43707,ACTN4,Alpha-actinin-4 (Non-muscle alpha-actinin 4),Homo sapiens (Human),"FUNCTION: F-actin cross-linking protein which is thought to anchor actin to a variety of intracellular structures. This is a bundling protein (Probable). Probably involved in vesicular trafficking via its association with the CART complex. The CART complex is necessary for efficient transferrin receptor recycling but not for EGFR degradation (PubMed:15772161). Involved in tight junction assembly in epithelial cells probably through interaction with MICALL2. Links MICALL2 to the actin cytoskeleton and recruits it to the tight junctions (By similarity). May also function as a transcriptional coactivator, stimulating transcription mediated by the nuclear hormone receptors PPARG and RARA (PubMed:22351778). Association with IGSF8 regulates the immune synapse formation and is required for efficient T-cell activation (PubMed:22689882). {ECO:0000250|UniProtKB:P57780, ECO:0000269|PubMed:15772161, ECO:0000269|PubMed:22351778, ECO:0000269|PubMed:22689882, ECO:0000305|PubMed:9508771}.",C1308458,hsa04530,Tight junction,NAME,
ACY1,aminoacylase 1,"Rare Single Gene Mutation, Syndromic",,13,"C1412173,C1412173",Q03154,ACY1,Aminoacylase-1 (ACY-1) (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase),Homo sapiens (Human),FUNCTION: Catalyzes the hydrolysis of N-acetylated amino acids to acetate and free amino acids. {ECO:0000269|PubMed:12933810}.,C1835922,,,,
ADA,adenosine deaminase,"Rare Single Gene Mutation, Genetic Association",2.0,8,"C1412179,C0001457",P00813,ADA ADA1,Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase),Homo sapiens (Human),"FUNCTION: Catalyzes the hydrolytic deamination of adenosine and 2-deoxyadenosine (PubMed:16670267, PubMed:23193172, PubMed:26166670, PubMed:8452534, PubMed:9361033). Plays an important role in purine metabolism and in adenosine homeostasis. Modulates signaling by extracellular adenosine, and so contributes indirectly to cellular signaling events. Acts as a positive regulator of T-cell coactivation, by binding DPP4 (PubMed:20959412). Its interaction with DPP4 regulates lymphocyte-epithelial cell adhesion (PubMed:11772392). Enhances dendritic cell immunogenicity by affecting dendritic cell costimulatory molecule expression and cytokines and chemokines secretion (By similarity). Enhances CD4+ T-cell differentiation and proliferation (PubMed:20959412). Acts as a positive modulator of adenosine receptors ADORA1 and ADORA2A, by enhancing their ligand affinity via conformational change (PubMed:23193172). Stimulates plasminogen activation (PubMed:15016824). Plays a role in male fertility (PubMed:21919946, PubMed:26166670). Plays a protective role in early postimplantation embryonic development (By similarity). Also responsible for the deamination of cordycepin (3'-deoxyadenosine), a fungal natural product that shows antitumor, antibacterial, antifungal, antivirus, and immune regulation properties (PubMed:26038697). {ECO:0000250|UniProtKB:P03958, ECO:0000250|UniProtKB:P56658, ECO:0000269|PubMed:11772392, ECO:0000269|PubMed:15016824, ECO:0000269|PubMed:16670267, ECO:0000269|PubMed:20959412, ECO:0000269|PubMed:21919946, ECO:0000269|PubMed:23193172, ECO:0000269|PubMed:26038697, ECO:0000269|PubMed:26166670, ECO:0000269|PubMed:8452534, ECO:0000269|PubMed:9361033}.",C0001457,hsa00230,Purine metabolism,NAME,
ADCY1,adenylate cyclase 1,Rare Single Gene Mutation,3.0,4,"C1412220,C1412220",Q08828,ADCY1,Adenylate cyclase type 1 (EC 4.6.1.1) (ATP pyrophosphate-lyase 1) (Adenylate cyclase type I) (Adenylyl cyclase 1) (Ca(2+)/calmodulin-activated adenylyl cyclase),Homo sapiens (Human),"FUNCTION: Catalyzes the formation of the signaling molecule cAMP in response to G-protein signaling. Mediates responses to increased cellular Ca(2+)/calmodulin levels (By similarity). May be involved in regulatory processes in the central nervous system. May play a role in memory and learning. Plays a role in the regulation of the circadian rhythm of daytime contrast sensitivity probably by modulating the rhythmic synthesis of cyclic AMP in the retina (By similarity). {ECO:0000250|UniProtKB:O88444, ECO:0000250|UniProtKB:P19754}.",C1412224,hsa04710,Circadian rhythm,NAME,
ADCY3,adenylate cyclase 3,Rare Single Gene Mutation,2.0,4,"C1412222,C0964760",O60266,ADCY3 KIAA0511,"Adenylate cyclase type 3 (EC 4.6.1.1) (ATP pyrophosphate-lyase 3) (Adenylate cyclase type III) (AC-III) (Adenylate cyclase, olfactive type) (Adenylyl cyclase 3) (AC3)",Homo sapiens (Human),FUNCTION: Catalyzes the formation of the signaling molecule cAMP in response to G-protein signaling. Participates in signaling cascades triggered by odorant receptors via its function in cAMP biosynthesis: specifically activated by G alpha protein GNAL/G(olf) in olfactory epithelium. Required for normal sperm motility and normal male fertility. Plays a role in regulating insulin levels and body fat accumulation in response to a high fat diet. {ECO:0000250|UniProtKB:Q8VHH7}.,,,,,
ADCY5,Adenylate cyclase 5,Rare Single Gene Mutation,2.0,13,"C1412224,C1412224",O95622,ADCY5,Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5) (AC5),Homo sapiens (Human),"FUNCTION: Catalyzes the formation of the signaling molecule cAMP in response to G-protein signaling (PubMed:15385642, PubMed:24700542, PubMed:26206488). Mediates signaling downstream of ADRB1 (PubMed:24700542). Regulates the increase of free cytosolic Ca(2+) in response to increased blood glucose levels and contributes to the regulation of Ca(2+)-dependent insulin secretion (PubMed:24740569). {ECO:0000269|PubMed:15385642, ECO:0000269|PubMed:24700542, ECO:0000269|PubMed:24740569, ECO:0000269|PubMed:26206488}.",C1412224,hsa04911,Insulin secretion,NAME,
ADCY5,Adenylate cyclase 5,Rare Single Gene Mutation,2.0,13,"C1412224,C1412224",Q08462,ADCY2 KIAA1060,Adenylate cyclase type 2 (EC 4.6.1.1) (ATP pyrophosphate-lyase 2) (Adenylate cyclase type II) (Adenylyl cyclase 2),Homo sapiens (Human),"FUNCTION: Catalyzes the formation of the signaling molecule cAMP in response to G-protein signaling (PubMed:15385642). Down-stream signaling cascades mediate changes in gene expression patterns and lead to increased IL6 production. Functions in signaling cascades downstream of the muscarinic acetylcholine receptors (By similarity). {ECO:0000250|UniProtKB:P26769, ECO:0000269|PubMed:15385642}.",C1412224,,,,
ADCY5,Adenylate cyclase 5,Rare Single Gene Mutation,2.0,13,"C1412224,C1412224",Q08828,ADCY1,Adenylate cyclase type 1 (EC 4.6.1.1) (ATP pyrophosphate-lyase 1) (Adenylate cyclase type I) (Adenylyl cyclase 1) (Ca(2+)/calmodulin-activated adenylyl cyclase),Homo sapiens (Human),"FUNCTION: Catalyzes the formation of the signaling molecule cAMP in response to G-protein signaling. Mediates responses to increased cellular Ca(2+)/calmodulin levels (By similarity). May be involved in regulatory processes in the central nervous system. May play a role in memory and learning. Plays a role in the regulation of the circadian rhythm of daytime contrast sensitivity probably by modulating the rhythmic synthesis of cyclic AMP in the retina (By similarity). {ECO:0000250|UniProtKB:O88444, ECO:0000250|UniProtKB:P19754}.",C1412224,hsa04710,Circadian rhythm,NAME,
ADGRB1,adhesion G protein-coupled receptor B1,Rare Single Gene Mutation,3.0,10,"C1332374,C1332374",O14514,ADGRB1 BAI1,Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)],Homo sapiens (Human),"FUNCTION: Phosphatidylserine receptor which enhances the engulfment of apoptotic cells (PubMed:24509909). Also mediates the binding and engulfment of Gram-negative bacteria (PubMed:26838550). Stimulates production of reactive oxygen species by macrophages in response to Gram-negative bacteria, resulting in enhanced microbicidal macrophage activity (PubMed:26838550). In the gastric mucosa, required for recognition and engulfment of apoptotic gastric epithelial cells (PubMed:24509909). Promotes myoblast fusion (By similarity). Activates the Rho pathway in a G-protein-dependent manner (PubMed:23782696). Inhibits MDM2-mediated ubiquitination and degradation of DLG4/PSD95, promoting DLG4 stability and regulating synaptic plasticity (By similarity). Required for the formation of dendritic spines by ensuring the correct localization of PARD3 and TIAM1 (By similarity). Potent inhibitor of angiogenesis in brain and may play a significant role as a mediator of the p53/TP53 signal in suppression of glioblastoma (PubMed:11875720). {ECO:0000250|UniProtKB:C0HL12, ECO:0000250|UniProtKB:Q3UHD1, ECO:0000269|PubMed:11875720, ECO:0000269|PubMed:23782696, ECO:0000269|PubMed:24509909, ECO:0000269|PubMed:26838550}.; FUNCTION: [Vasculostatin-120]: Inhibits angiogenesis in a CD36-dependent manner. {ECO:0000269|PubMed:15782143, ECO:0000269|PubMed:19176395}.; FUNCTION: [Vasculostatin-40]: Inhibits angiogenesis. {ECO:0000269|PubMed:22330140}.",C1332374,,,,
ADGRL1,adhesion G protein-coupled receptor L1,"Rare Single Gene Mutation, Syndromic",3.0,5,"C1427215,C1427215",O94910,ADGRL1 KIAA0821 LEC2 LPHN1,Adhesion G protein-coupled receptor L1 (Calcium-independent alpha-latrotoxin receptor 1) (CIRL-1) (Latrophilin-1) (Lectomedin-2),Homo sapiens (Human),"FUNCTION: Calcium-independent receptor of high affinity for alpha-latrotoxin, an excitatory neurotoxin present in black widow spider venom which triggers massive exocytosis from neurons and neuroendocrine cells (PubMed:35907405). Receptor for TENM2 that mediates heterophilic synaptic cell-cell contact and postsynaptic specialization. Receptor probably implicated in the regulation of exocytosis (By similarity). {ECO:0000250|UniProtKB:O88917, ECO:0000269|PubMed:35907405}.",C1427215,,,,
ADK,adenosine kinase,Rare Single Gene Mutation,2.0,2,"C1412243,C0001464",P55263,ADK,Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase),Homo sapiens (Human),"FUNCTION: Catalyzes the phosphorylation of the purine nucleoside adenosine at the 5' position in an ATP-dependent manner. Serves as a potential regulator of concentrations of extracellular adenosine and intracellular adenine nucleotides. {ECO:0000269|PubMed:21963049, ECO:0000269|PubMed:8577746, ECO:0000269|PubMed:9070863}.",C0001464,,,,
ADNP,Activity-dependent neuroprotector homeobox,"Rare Single Gene Mutation, Syndromic, Functional",1.0,98,"C1423715,C1423715",Q9H2P0,ADNP ADNP1 KIAA0784,Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein),Homo sapiens (Human),"FUNCTION: May be involved in transcriptional regulation. May mediate some of the neuroprotective peptide VIP-associated effects involving normal growth and cancer proliferation. Positively modulates WNT-beta-catenin/CTNN1B signaling, acting by regulating phosphorylation of, and thereby stabilizing, CTNNB1. May be required for neural induction and neuronal differentiation. May be involved in erythroid differentiation (By similarity). {ECO:0000250|UniProtKB:Q9Z103}.",C1423715,,,,
ADORA3,Adenosine A3 receptor,"Rare Single Gene Mutation, Functional",2.0,4,"C1412251,C0664494",P0DMS8,ADORA3,Adenosine receptor A3,Homo sapiens (Human),FUNCTION: [Isoform 2]: Receptor for adenosine. The activity of this receptor is mediated by G proteins which inhibits adenylyl cyclase (PubMed:8234299). {ECO:0000269|PubMed:8234299}.,C0664494,,,,
ADSL,adenylosuccinate lyase,"Rare Single Gene Mutation, Syndromic",1.0,9,"C1412262,C0001502",P30566,ADSL AMPS,Adenylosuccinate lyase (ADSL) (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase),Homo sapiens (Human),"FUNCTION: Catalyzes two non-sequential steps in de novo AMP synthesis: converts (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate (SAICAR) to fumarate plus 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide, and thereby also contributes to de novo IMP synthesis, and converts succinyladenosine monophosphate (SAMP) to AMP and fumarate. {ECO:0000269|PubMed:10888601}.",C0001502,,,,
ADSS2,adenylosuccinate synthase 2,Rare Single Gene Mutation,2.0,3,"C1412263,C1412263",P30520,ADSS2 ADSS,"Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)",Homo sapiens (Human),FUNCTION: Plays an important role in the de novo pathway and in the salvage pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP. {ECO:0000250|UniProtKB:P46664}.,,,,,
AFF2,"AF4/FMR2 family, member 2","Rare Single Gene Mutation, Syndromic",1.0,24,"C1826605,C0216703",P51816,AFF2 FMR2 OX19,AF4/FMR2 family member 2 (Protein FMR-2) (FMR2P) (Protein Ox19),Homo sapiens (Human),FUNCTION: RNA-binding protein. Might be involved in alternative splicing regulation through an interaction with G-quartet RNA structure. {ECO:0000269|PubMed:19136466}.,C4728470,,,,
AGAP1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",Rare Single Gene Mutation,2.0,10,"C1424637,C0162527",Q9UPQ3,AGAP1 CENTG2 KIAA1099,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 (AGAP-1) (Centaurin-gamma-2) (Cnt-g2) (GTP-binding and GTPase-activating protein 1) (GGAP1)",Homo sapiens (Human),"FUNCTION: GTPase-activating protein for ARF1 and, to a lesser extent, ARF5. Directly and specifically regulates the adapter protein 3 (AP-3)-dependent trafficking of proteins in the endosomal-lysosomal system. {ECO:0000269|PubMed:12640130}.",,,,,
AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",Rare Single Gene Mutation,2.0,7,"C1424636,C0162527",Q99490,AGAP2 CENTG1 KIAA0167,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (AGAP-2) (Centaurin-gamma-1) (Cnt-g1) (GTP-binding and GTPase-activating protein 2) (GGAP2) (Phosphatidylinositol 3-kinase enhancer) (PIKE)",Homo sapiens (Human),"FUNCTION: GTPase-activating protein (GAP) for ARF1 and ARF5, which also shows strong GTPase activity. Isoform 1 participates in the prevention of neuronal apoptosis by enhancing PI3 kinase activity. It aids the coupling of metabotropic glutamate receptor 1 (GRM1) to cytoplasmic PI3 kinase by interacting with Homer scaffolding proteins, and also seems to mediate anti-apoptotic effects of NGF by activating nuclear PI3 kinase. Isoform 2 does not stimulate PI3 kinase but may protect cells from apoptosis by stimulating Akt. It also regulates the adapter protein 1 (AP-1)-dependent trafficking of proteins in the endosomal system. It seems to be oncogenic. It is overexpressed in cancer cells, prevents apoptosis and promotes cancer cell invasion. {ECO:0000269|PubMed:12640130, ECO:0000269|PubMed:14761976, ECO:0000269|PubMed:15118108, ECO:0000269|PubMed:16079295}.",,hsa04210,Apoptosis,NAME,
AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",Rare Single Gene Mutation,2.0,7,"C1424636,C0162527",Q99490,AGAP2 CENTG1 KIAA0167,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (AGAP-2) (Centaurin-gamma-1) (Cnt-g1) (GTP-binding and GTPase-activating protein 2) (GGAP2) (Phosphatidylinositol 3-kinase enhancer) (PIKE)",Homo sapiens (Human),"FUNCTION: GTPase-activating protein (GAP) for ARF1 and ARF5, which also shows strong GTPase activity. Isoform 1 participates in the prevention of neuronal apoptosis by enhancing PI3 kinase activity. It aids the coupling of metabotropic glutamate receptor 1 (GRM1) to cytoplasmic PI3 kinase by interacting with Homer scaffolding proteins, and also seems to mediate anti-apoptotic effects of NGF by activating nuclear PI3 kinase. Isoform 2 does not stimulate PI3 kinase but may protect cells from apoptosis by stimulating Akt. It also regulates the adapter protein 1 (AP-1)-dependent trafficking of proteins in the endosomal system. It seems to be oncogenic. It is overexpressed in cancer cells, prevents apoptosis and promotes cancer cell invasion. {ECO:0000269|PubMed:12640130, ECO:0000269|PubMed:14761976, ECO:0000269|PubMed:15118108, ECO:0000269|PubMed:16079295}.",,hsa04215,Apoptosis,NAME,
AGAP5,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5",Rare Single Gene Mutation,3.0,2,"C1539153,C1518792",A6NIR3,AGAP5 CTGLF2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5 (AGAP-5) (Centaurin-gamma-like family member 2)",Homo sapiens (Human),FUNCTION: Putative GTPase-activating protein. {ECO:0000305}.,,,,,
AGBL4,ATP/GTP binding protein-like 4,Rare Single Gene Mutation,2.0,5,"C1826610,C0673026",Q5VU57,AGBL4 CCP6,Cytosolic carboxypeptidase 6 (EC 3.4.17.24) (ATP/GTP-binding protein-like 4) (Protein deglutamylase CCP6),Homo sapiens (Human),"FUNCTION: Metallocarboxypeptidase that mediates protein deglutamylation of tubulin and non-tubulin target proteins. Catalyzes the removal of polyglutamate side chains present on the gamma-carboxyl group of glutamate residues within the C-terminal tail of tubulin protein. Specifically cleaves tubulin long-side-chains, while it is not able to remove the branching point glutamate. Also catalyzes the removal of polyglutamate residues from the carboxy-terminus of non-tubulin proteins such as MYLK. Mediates the deglutamylation of nucleotidyltransferase CGAS, leading to CGAS antiviral defense response activation (By similarity). Involved in KLF4 deglutamylation which promotes KLF4 proteasome-mediated degradation, thereby negatively regulating cell pluripotency maintenance and embryogenesis (PubMed:29593216). {ECO:0000250|UniProtKB:Q09LZ8, ECO:0000269|PubMed:29593216}.",C1826610,hsa03050,Proteasome,NAME,
